src,dst,relationship,cost
Tubbergen,Waatskamperheide,EROAD,379
Vriezenveen,Waatskamp,EROAD,219
Ootmarsum,Ospel,EROAD,195
Piksen,Sleeburg,EROAD,398
Schuilenburg,Worsum,EROAD,129
Marle,De Schatkuil,EROAD,238
Het Schouw,Neerbosch West,EROAD,275
Kadoelen,Slijk-Ewijk,EROAD,97
Werfhorst,Valburg,EROAD,214
't Harde,Homoet,EROAD,89
't Nopeind,Doorwerth,EROAD,59
Eelen en Rhaan,Nunspeet,EROAD,223
Wolbert,Bantega,EROAD,92
Santpoort-Zuid,Kooisloot,EROAD,285
Holysloot,Echten,EROAD,220
Uitdam,Commissiepolle,EROAD,314
Hembrug,Oldeouwer,EROAD,298
Spaarndam,Ouwster-Nijega,EROAD,267
Tuindorp Oostzaan,Westermeer,EROAD,57
Doornspijk,Irnsum ,EROAD,63
Oud Ootmarsum,Friens,EROAD,112
Geesteren,Roordahuizum,EROAD,393
Marle,Idaard ,EROAD,380
Nutter,Wijtgaard,EROAD,278
Lattrop,Goutum,EROAD,56
Rhaan,Snakkerburen,EROAD,170
Herxen,Westernijkerk,EROAD,288
West Geesteren,Marrum,EROAD,313
Achter de Vree,Buren,EROAD,286
Santpoort-Noord,Vroelen,EROAD,47
Hoge Enk,Noorbeek,EROAD,397
Bovenveen,Terhorst,EROAD,303
Wapenveld,Bergenhuizen,EROAD,358
Zuiderwoude,Banholt,EROAD,201
Broek in Waterland,Margraten,EROAD,30
De Pollen,Groot-Welsden,EROAD,229
Mullegen,Vilt,EROAD,342
Landsmeer,Strabeek,EROAD,338
Westzaner-Overtoom,Haasdal,EROAD,276
Bovenstreek,Kruis,EROAD,159
Buitenhuizen,Klein Genhout,EROAD,190
Aperloo,Oensel,EROAD,314
Watergang,Neerbeek,EROAD,41
Vasse,Lindenheuvel,EROAD,396
Daarle,Guttecoven,EROAD,221
Hankate,Born,EROAD,180
Heino,Buchten,EROAD,156
Lierderholthuis,Gebroek,EROAD,45
Egede,Illikhoven,EROAD,96
Daarlerveen,Roosteren,EROAD,76
Hezingen,Laak,EROAD,280
Mander,Ittervoort,EROAD,362
Manderveen,Schillersheide,EROAD,328
Lemelerveld,Hunsel,EROAD,280
Windesheim,Meijelsedijk,EROAD,267
Hallerhoek,Heide,EROAD,114
Rozewerf,Neerbosch,EROAD,388
Hofgeest,Weurt,EROAD,374
Eekt,Eimeren,EROAD,74
Havenbuurt,Lijnden,EROAD,201
Berghuizen,Keulse Kamp,EROAD,362
Wittewerf,Driel,EROAD,129
Nieuwstad,Heveadorp,EROAD,131
Den Ilp,Oud-Reemst,EROAD,221
Klein-Overleek,De Zoom,EROAD,289
Zaandam,Werfhorst,EROAD,387
Broekdijk,Doornspijk,EROAD,282
't Loo,Schoterzijl,EROAD,244
Zaanstad,Bandsloot,EROAD,334
Engeland,Echtenerbrug,EROAD,258
De Heul,Ouwsterhaule,EROAD,342
Lapstreek,Oude Schouw,EROAD,308
Nauerna,Zuiderend,EROAD,33
Biddinghuizen,Tjaard,EROAD,145
Zuiderrot,Swichum,EROAD,81
Oldebroek,Wirdum,EROAD,148
Oostendorp,De Hem,EROAD,78
Elburg,Lekkum,EROAD,250
Driehuis,Ulvend,EROAD,235
Oostzaan,Schei,EROAD,340
Oosterwolde,Terlinden,EROAD,355
Spronk,Reijmerstok,EROAD,74
Moeniswerf,Termaar,EROAD,134
Linde,Heerstraat,EROAD,371
Lemele,IJzeren,EROAD,400
Breklenkamp,Sibbe,EROAD,133
Westerhaar-Vriezenveensewijk,Valkenburg,EROAD,245
Laag Zuthem,Broekhem,EROAD,79
Meer,Klein Haasdal,EROAD,276
Vroomshoop,Op de Bies,EROAD,191
Langeveen,Schimmert,EROAD,132
Den Ham,Groot-Genhout,EROAD,227
De Haal,Hobbelrade,EROAD,279
Monnickendam,Ringoven,EROAD,224
Katwoude,Geleen,EROAD,334
Wezep,Einighausen,EROAD,400
Duivendans,Limbricht,EROAD,21
Zwarteweg,Holtum,EROAD,201
Koog aan de Zaan,Baakhoven,EROAD,55
Velsen-Zuid,Oud-Roosteren,EROAD,253
IJmuiden,Oevereind,EROAD,52
Hattemerbroek,Thorn,EROAD,301
Molecaten,Oler,EROAD,132
Assendelft,Kelpen,EROAD,193
Het Kalf,Nederweerterdijk,EROAD,29
Kerkbuurt,Vosseneind,EROAD,70
Westzaan,Vogelenzang,EROAD,243
Hattem,Blankenberg,EROAD,87
Velsen-Noord,Broekkant,EROAD,170
Oldhorst,Hees,EROAD,115
Ilpendam,Oosterhout,EROAD,117
Vrouwenverdriet,Oosterhout,EROAD,103
Noord-Meer,Reeth,EROAD,268
Bruinehaar,Raayen,EROAD,108
Magele,Snodenhoek,EROAD,263
Dalmsholte,'t Vlot,EROAD,129
Geerdijk,Radio Kootwijk,EROAD,322
Archem,Assel,EROAD,278
Vennenberg,Vierhouten,EROAD,59
Oldeneel,Wessinge,EROAD,125
Zuideinde,Nieuwstad,EROAD,38
Lenthe,Elburg,EROAD,323
Sibculo,Ens,EROAD,122
Posthoorn,Kuinre,EROAD,259
Purmerland,Delfstrahuizen,EROAD,286
Zedde,Rohel,EROAD,367
Zaandijk,Haskerhorne,EROAD,312
Katham,Akkrum,EROAD,134
Middel,Grouw ,EROAD,326
Haaldersbroek,Aegum ,EROAD,380
Beverwijk,Warga,EROAD,155
Voskuil,Zuiderburen,EROAD,291
Wormerveer,Teerns,EROAD,214
Kerkdorp,Hempens,EROAD,110
Langeheit,Wilaard,EROAD,256
Hoonhorst,Miedum,EROAD,343
Eerde,Wijns,EROAD,200
Wijthmen,Tichelwerk,EROAD,29
Nieuwebrug,Bartlehiem,EROAD,246
Millingen,Ferwerd ,EROAD,368
Beerzerveld,Schilberg,EROAD,185
Giethmen,Hoogcruts,EROAD,308
Rechteren,Beutenaken,EROAD,141
Emmen,Scheulder,EROAD,180
Kloosterhaar,Oud-Valkenburg,EROAD,148
Mataram,Emmaberg,EROAD,113
't Zand,Arensgenhout,EROAD,137
Heemskerkerduin,Aalbeek,EROAD,243
Wijdewormer,Helle,EROAD,26
Lelystad Haven,Spaubeek,EROAD,98
Purmer,Sweikhuizen,EROAD,154
Wormer,Oudekerk,EROAD,74
Katerveer,Abshoven,EROAD,105
Volendam,Dieteren,EROAD,395
Waterakkers,Ophoven,EROAD,49
Purmerbuurt,Aasterberg,EROAD,41
Wijk aan Zee,Ohé,EROAD,268
Krommenie,Stevensweert,EROAD,343
Busch en Dam,Baarstraat,EROAD,270
Zalné,Santfort,EROAD,77
Besthmen,Heiakker,EROAD,320
Spoolde,Leveroij,EROAD,200
De Marshoek,Hollander,EROAD,67
Herfte,Heumen,EROAD,78
Mariënberg,Malden,EROAD,176
Vilsteren,Droge,EROAD,59
Veldhoek,Kluis,EROAD,47
Dalfsen,Koudenhoek,EROAD,353
Ooster-Dalfsen,Elst,EROAD,379
Hogeweg,De Laar,EROAD,24
Gouden Ploeg,Oosterbeek,EROAD,187
De Heuvels,Hoog-Buurlo,EROAD,299
Hessum,Hoge Enk,EROAD,181
Zwolle,Luttelgeest,EROAD,390
Zeesse,Slijkenburg,EROAD,168
De Zande,Langelille,EROAD,396
Beerze,Zevenbuurt,EROAD,32
Dronten,Vierhuis,EROAD,309
Noordeinde,Polle,EROAD,225
Lelystad,Sintjohannesga,EROAD,214
Commandeurs,Rotsterhaule,EROAD,69
Assum,Onland,EROAD,332
Kampernieuwstad,Sijthuizen,EROAD,208
Zuidoostbeemster,Nes,EROAD,93
Neck,Birstum,EROAD,357
Heemskerk,Domwier,EROAD,284
Jisp,Naarderburen,EROAD,383
West-Knollendam,Tergracht,EROAD,193
Oost-Knollendam,Wanswerd,EROAD,136
Krommeniedijk,Hogebeintum ,EROAD,84
Edam,Boteburen,EROAD,134
Purmerend,Slenaken,EROAD,335
Junne,Heijenrade,EROAD,102
Kamperveen,Waterop,EROAD,309
Broekhuizen,Pesaken,EROAD,239
Ankum,Euverem,EROAD,182
Ommen,Billinghuizen,EROAD,247
Gerner,Ingber,EROAD,388
Zalk,De Hut,EROAD,277
Varsen,Strucht,EROAD,174
De Roskam,Walem,EROAD,204
Welsum,Hulsberg,EROAD,393
Diffelen,Heek,EROAD,145
Oud-Bergentheim,Vink,EROAD,248
Stegeren,Hunnecum,EROAD,309
Holt,Kamp,EROAD,124
Frankhuis,Terstraten,EROAD,190
Arriën,Grijzegrubben,EROAD,163
Engeland,Nierhoven,EROAD,196
Bergentheim,Tervoorst,EROAD,306
Rosengaarde,Nagelbeek,EROAD,94
Wilsum,Hegge,EROAD,251
Bruchterveld,Puth,EROAD,321
Noorddorp,Leijenbroek,EROAD,216
Markenbinnen,Munstergeleen,EROAD,254
Bruggenhoek,Sittard,EROAD,263
Verloren Einde,Nieuwstadt,EROAD,229
Middelie,Heide,EROAD,192
Stierop,Susteren,EROAD,365
Halfweg,Gebroek,EROAD,140
Uitgeest,Berkelaar,EROAD,57
Spijkerboor,Klein Berkelaar,EROAD,310
Kwadijk,Eiland,EROAD,175
Axwijk,Brandt,EROAD,241
Oudleusen,Panheel,EROAD,333
Veecaten,Grathem,EROAD,237
Groot Dorregeest,Maxet,EROAD,381
Nieuwstad,Heide,EROAD,28
Brinkhoek,Platveld,EROAD,397
Ebbenbroek,Steenoven,EROAD,57
's-Heerenbroek,Langstraat,EROAD,143
Haerst,"Berg, Meijel",EROAD,294
Hoogengraven,Molenhoek,EROAD,185
Langenholte,Nijmegen,EROAD,221
Rheeze,Lent,EROAD,43
Klein Dorregeest,Ressen,EROAD,397
Oosterbuurt,Ressen,EROAD,129
Oost-Graftdijk,Aam,EROAD,56
Brucht,Merm,EROAD,219
Limmerkoog,De Pas,EROAD,127
Hobrede,Schaarsbergen,EROAD,265
West-Graftdijk,Aperloo,EROAD,365
Middenbeemster,Oostendorp,EROAD,343
Castricum aan Zee,Marknesse,EROAD,289
Starting,Gracht,EROAD,290
Castricum,Oudehaske,EROAD,353
De Woude,Haskerdijken,EROAD,154
Kampen,Vegelinsoord,EROAD,116
Oosterholt,Sorremorre,EROAD,151
Witharen,Warstiens,EROAD,159
Venebrugge,Wanswerd aan de Streek,EROAD,384
Genne,Blije ,EROAD,272
Arriërveld,Landsrade,EROAD,153
Rheezerveen,Crapoel,EROAD,93
IJsselmuiden,Beertsenhoven,EROAD,341
Ruitenveen,Stokhem,EROAD,62
Akersloot,Etenaken,EROAD,163
Limmen,Schoonbron,EROAD,227
Noordeinde,Schin op Geul,EROAD,156
Genne-Overwaters,Keutenberg,EROAD,92
Warder,Koulen,EROAD,293
Hoogenweg,Termaar,EROAD,266
Swifterbant,Dolberg,EROAD,210
Oostbeemster,Overheek,EROAD,49
Dusseldorp,Klimmen,EROAD,133
Westerzij,Wijnandsrade,EROAD,130
Westbeemster,Nuth,EROAD,67
De Rijp,Nuinhof,EROAD,396
Bisschopswetering,Reijmersbeek,EROAD,73
Oosthuizen,Schinnen,EROAD,85
Bakkum,Wolfhagen,EROAD,388
Duin en Bosch,Heisterbrug,EROAD,290
Klaterbuurt,Wintraak,EROAD,267
Graft,Broeksittard,EROAD,322
Holten,Echt,EROAD,211
Stegerveld,Maasbracht,EROAD,275
Radewijk,Wessem,EROAD,125
Mastenbroek,Baexem,EROAD,170
Hardenberg,De Horck,EROAD,74
Vinkenbuurt,Achter het Klooster,EROAD,371
Hanekamp,Aan de Bergen,EROAD,78
Nieuwleusen,Roggelsedijk,EROAD,119
Grafhorst,Witdonk,EROAD,373
Heemserveen,Donk,EROAD,383
Oosterzij,Meijel,EROAD,207
Noordbeemster,Hof,EROAD,29
Driehuizen,Simonshoek,EROAD,327
Kampereiland,Vredepeel,EROAD,95
Bollendorp,Mook,EROAD,230
Beets,Hengstdal,EROAD,366
Noord-Bakkum,Mariënboom,EROAD,98
Lichtmis,Vossenpels,EROAD,102
Etersheim,Doornik,EROAD,360
Grootschermer,'t Zand,EROAD,326
Boekel,Bredelaar,EROAD,51
Zuidschermer,Rijkerswoerd,EROAD,172
Ketelhaven,Praets,EROAD,218
Kapel,Elden,EROAD,47
Streukel,Hoenderloo,EROAD,374
De Meele,Hoog-Baarlo,EROAD,169
Ommerschans,Hoog-Soeren,EROAD,236
Nieuwe Wetering,'t Harde,EROAD,125
Hasselt,Eekt,EROAD,181
Rollecate,Zuiderrot,EROAD,381
Den Hulst,De Heuvels,EROAD,256
Collendoornerveen,Noordeinde,EROAD,68
Kamperzeedijk-West,Kampernieuwstad,EROAD,394
Collendoorn,Kampereiland,EROAD,253
Anevelde,Blankenham,EROAD,363
Kamperzeedijk-Oost,Scherpenzeel,EROAD,181
Benedenvaart,Munnekeburen,EROAD,286
Dedemsvaart,Nieuwebrug,EROAD,45
Schardam,Goëngahuizen,EROAD,131
Oudendijk,Midsburen,EROAD,189
Oostmijzen,Giekerkerhoek,EROAD,376
Balkbrug,Giekerk ,EROAD,107
Heiloo,Oudkerk,EROAD,48
Egmond-Binnen,Birdaard ,EROAD,285
Schermerhorn,Genum ,EROAD,368
Den Velde,Jislum,EROAD,32
Kievitsnest,Vaardeburen,EROAD,69
Engeland,Dal,EROAD,24
De Pol,Bissen,EROAD,223
De Maat,Kosberg,EROAD,177
Sponturfwijk,Schweiberg,EROAD,375
Strooiendorp,Eperheide,EROAD,201
Sluis Zeven,Berghem,EROAD,253
Roebolligehoek,Cartils,EROAD,312
Gramsbergen,Gulpen,EROAD,115
De Mulderij,Kapolder,EROAD,351
De Haar,Wijlre,EROAD,99
Lutten,Fromberg,EROAD,374
Noord-Stegeren,Termoors,EROAD,25
Den Huizen,Ransdaal,EROAD,250
Holtheme,Craubeek,EROAD,137
Ane,Barrier,EROAD,269
Rouveen,Swier,EROAD,210
't Haantje,Hellebroek,EROAD,226
Punthorst,Reuken,EROAD,392
Den Kaat,Thull [nl],EROAD,89
Omval,Kathagen,EROAD,47
Avenhorn,Vaesrade,EROAD,310
Grosthuizen,Oirsbeek,EROAD,76
Egmond aan den Hoef,Doenrade,EROAD,94
Westmijzen,Hingen,EROAD,275
Egmond aan Zee,Sint Joost,EROAD,47
't Bergje,Het Vonderen,EROAD,55
Stompetoren,Brachterbeek,EROAD,153
Scharwoude,Pol,EROAD,132
Kathoek,Heel,EROAD,195
Kievitshaar,De Beekkant,EROAD,243
Rinnegom,De Kouk,EROAD,383
Den Oosterhuis,Heythuysen,EROAD,49
Oud-Avereest,Blenkert,EROAD,53
Zwartewatersklooster,Roligt,EROAD,366
De Velde,Schaapsbrug,EROAD,95
Keiendorp,Asbroek,EROAD,163
Drogteropslagen,Karreveld,EROAD,223
De Meene,Heibloem,EROAD,100
Oud-Lutten,Katsberg,EROAD,207
De Haandrik,Vieruitersten,EROAD,346
De Schans,Griendtsveen,EROAD,25
Genemuiden,IJsselsteyn,EROAD,276
Paardelanden,Heilig Landstichting,EROAD,363
Cellemuiden,Tiengeboden,EROAD,253
Den Westerhuis,Het Hoog,EROAD,34
Slagharen,Bemmel,EROAD,36
Schrapveen,Vredenburg,EROAD,314
Anerveen,Klein Heidekamp,EROAD,41
Witman,Deelen,EROAD,118
Vuile Riete,De Krim,EROAD,179
De Goorn,Niersen,EROAD,309
Ens,Gortel,EROAD,92
Noorddijk,Bovenveen,EROAD,233
Zuid-Spierdijk,Bovenstreek,EROAD,284
De Hulk,Oldebroek,EROAD,247
Oterleek,Oosterwolde,EROAD,199
Alkmaar,Kerkdorp,EROAD,148
Oosterleek,De Roskam,EROAD,335
Rustenburg,Kampen,EROAD,382
Kraaienburg,Kraggenburg,EROAD,356
Oudorp,Spanga,EROAD,134
Schellinkhout,Rotstergaast,EROAD,379
Ursem,Rottum,EROAD,178
Wijdenes,Nijehaske,EROAD,377
Wimmenum,Lekkerterp,EROAD,83
Berkhout,Oldeboorn,EROAD,57
Schokland,Wartena,EROAD,237
Nolde,Kleinegeest,EROAD,240
Lutterhartje,Oenkerk,EROAD,219
Lutten-Oever,Janum ,EROAD,259
Linde,Reitsum,EROAD,298
De Belt,Holwerd,EROAD,53
Wetserhuizingerveld,Plaat,EROAD,250
Holthone,Diependal,EROAD,36
Pieperij,Epen,EROAD,324
Middendorp,Terziet,EROAD,39
Zwartsluis,Terpoorten,EROAD,61
Strijen,Kuttingen,EROAD,197
Staphorst,Broek,EROAD,326
Braamberg,Höfke,EROAD,364
Schuinesloot,Kleeberg,EROAD,388
Nieuw-Schoonebeek,Overgeul,EROAD,370
Zuideinde,Wittem,EROAD,65
Kabel,Partij,EROAD,249
Butterhuizen,Sinselbeek,EROAD,52
Groot-Oever,Elkenrade,EROAD,321
De Leijen,Piepert,EROAD,319
Het Woud,Retersbeek,EROAD,263
Wijmers,Weustenrade,EROAD,310
De Weed,Brommelen,EROAD,346
Blokdijk,Schurenberg,EROAD,173
Leekerweg,Hommert,EROAD,174
Hensbroek,Klein Doenrade,EROAD,235
't Kruis,Viel,EROAD,159
Spierdijk,Osen,EROAD,377
Hoorn,Weerd,EROAD,309
De Krim,Beegden,EROAD,375
Bobeldijk,Eind,EROAD,104
Wogmeer,Laak,EROAD,228
Nagele,Roggel,EROAD,84
Nollen,Schans,EROAD,23
Huiswaard,Strubben,EROAD,253
Bloemberg,Heide,EROAD,191
Fort,Nijken,EROAD,135
Klooster,Heldensedijk,EROAD,151
Bazuin,Belgenhoek,EROAD,146
De Krieger,Haag,EROAD,391
Koelveen,Daland,EROAD,301
Weijerswold,Riethorst,EROAD,254
Middelveen,Katerbosch,EROAD,157
Schottershuizen,Heikant,EROAD,338
Barsbeek,Plasmolen,EROAD,150
Pikveld,Middelaar,EROAD,319
Oosterse Bos,Bisselt,EROAD,400
Vlieghuis,Berg en Dal,EROAD,130
Drogt,Meerwijk,EROAD,271
IJhorst,Ubbergen,EROAD,239
Padhuis,Groenlanden,EROAD,80
Heetveld,Klein Baal,EROAD,172
Schoonebeek,Baal,EROAD,320
Coevorden,Bergerden,EROAD,209
Wemmenhove,Malburgen,EROAD,214
De Stapel,Arnhem,EROAD,294
Baarlo,Zwarteweg,EROAD,224
Middendorp,Zuideinde,EROAD,98
Poepershoek,Hogeweg,EROAD,364
Kraggenburg,Kamperveen,EROAD,334
Blokker,Ossenzijl,EROAD,207
Oostdorp,Nijetrijne,EROAD,315
Bergen aan Zee,Terband,EROAD,172
Broek op Langedijk,Luinjeberd,EROAD,303
Lekermeer,Spitsendijk,EROAD,146
Zuidermeer,Poppenhuizen,EROAD,207
Urk,Tietjerk,EROAD,347
Tersluis,Rijperkerk,EROAD,144
Oosterblokker,Roodkerk,EROAD,111
Sint Pancras,Lichtaard,EROAD,126
Westerblokker,Waaxens,EROAD,223
Baarsdorpermeer,Camerig,EROAD,87
Venhuizen,Elzet,EROAD,143
Halfweg,Bommerig,EROAD,238
Noord-Spierdijk,Helle,EROAD,112
Draai,Mechelen,EROAD,70
Hem,Eyserheide,EROAD,56
Heerhugowaard,Eys,EROAD,305
Koedijk,Colmont,EROAD,73
De Hout,Kunrade,EROAD,331
Zwaag,Winthagen,EROAD,244
Bergen,Voerendaal,EROAD,339
Broekhorn,Nieuw-Lotbroek,EROAD,295
Nieuwe Krim,Ten Esschen,EROAD,27
Kerkenveld,Hoensbroek,EROAD,147
Westerse Bos,Amstenrade,EROAD,153
Veeningen,Douvergenhout,EROAD,393
Steenwijksmoer,Merkelbeek,EROAD,304
Kadoelen,Quabeek,EROAD,124
Belt-Schutsloot,Raath,EROAD,164
Haalweide,Jabeek,EROAD,90
Zuidwolde,Bingelrade,EROAD,170
Hamingen,Aan Reijans,EROAD,109
Weiteveen,Pepinusbrug,EROAD,158
Eemten,Linne,EROAD,72
Oud Veeningen,Heide,EROAD,217
De Wijk,Op de Bos,EROAD,177
Alteveer,Mortel,EROAD,185
Stieltjeskanaal,Groeze,EROAD,267
Slingenberg,Maris,EROAD,160
Sint Jansklooster,De Kievit,EROAD,92
Lankhorst,Spiesberg,EROAD,276
Hoogehaar,Weverslo,EROAD,370
Doosje,Merselo,EROAD,227
Steenbergen,Kleindorp,EROAD,260
Vollenhove,Colonjes,EROAD,358
Vossebelt,Kamp,EROAD,317
Elim,Groesbeek,EROAD,82
Dalerpeel,Beek,EROAD,364
De Schiphorst,Ooij,EROAD,311
Oudijk,Zandheuvel,EROAD,119
Westerwijzend,Haalderen,EROAD,257
Noordwijk,Huissen,EROAD,32
Wognum,Ugchelen,EROAD,263
Aagtdorp,Wiesel,EROAD,350
Westwoud,Tongeren,EROAD,62
Zanegeest,Mullegen,EROAD,399
Zuid-Scharwoude,Broekdijk,EROAD,201
Zandwerven,Spronk,EROAD,315
Binnenwijzend,Posthoorn,EROAD,341
Oostergouw,IJsselmuiden,EROAD,38
Zwaagdijk-West,Grafhorst,EROAD,89
Noordermeer,Oldelamer,EROAD,162
Oosterwijzend,Nieuweschoot,EROAD,166
Berkmeer,Heerenveen,EROAD,187
Obdam,Oosterboorn,EROAD,237
Zittend,Warniahuizen,EROAD,131
Tollebeek,Eernewoude,EROAD,85
Moespot,Suawoude,EROAD,67
Zuideropgaande,Molenend,EROAD,68
Hoge Linthorst,Brantgum,EROAD,117
Ronduite,Teijeburen,EROAD,347
Rogat,Drieboerehuizen,EROAD,198
Amsterdamscheveld,Cottessen,EROAD,111
De Bente,Melleschet,EROAD,205
De Stuw,Rott,EROAD,275
Lubbinge,Nijswiller,EROAD,31
Oshaar,Hilleshagen,EROAD,144
Leeuwte,Wahlwiller,EROAD,199
Dalerveen,Overeys,EROAD,49
Broekhuizen,Trintelen,EROAD,328
Zandpol,Ubachsberg,EROAD,372
Westeinde,Mingersberg,EROAD,232
Nieuwlande,Husken,EROAD,128
Meppel,Vrank,EROAD,24
Ten Arlo,Smitzerveld,EROAD,55
Lunssloten,Leeuwstuk,EROAD,298
Schutwijk,Aan de Popelaar,EROAD,328
Dalen,Montfort,EROAD,117
Koekange,Hatenboer,EROAD,31
Sijbekarspel,Ool,EROAD,185
Veenhuizen,Horn,EROAD,147
Spanbroek,Haelen,EROAD,89
Oudkarspel,Overhaelen,EROAD,381
Wadway,Ophoven,EROAD,121
Zwaagdijk-Oost,Beringerhoek,EROAD,369
Molenbuurt,Beringe,EROAD,22
Benningbroek,In de Hoeven,EROAD,171
Bovenkarspel,Grashoek,EROAD,77
Schoorl,Evertsoord,EROAD,239
Langedijk,Veulen,EROAD,191
De Buurt,Steegsbroek,EROAD,208
Pannekeet,Volen,EROAD,101
Grootebroek,Heide,EROAD,75
Nibbixwoud,Endepoel,EROAD,226
Noord-Scharwoude,Beek,EROAD,33
Wijzend,Hiept,EROAD,133
Lutjebroek,Milsbeek,EROAD,115
Broekerhaven,Grafwegen,EROAD,165
Hoogkarspel,Breedeweg,EROAD,367
Opmeer,Heikant,EROAD,265
Schoorldam,Wercheren,EROAD,363
Barger-Oosterveen,Kommerdijk,EROAD,310
Schimmelarij,Zandvoort,EROAD,319
Wanneperveen,Terlet,EROAD,230
De Mars,Groenendaal,EROAD,99
Hollandscheveld,Woeste Hoeve,EROAD,287
Veenhuizen,Engeland,EROAD,259
Struikberg,Wenum,EROAD,174
Nijstad,'t Laar,EROAD,230
Valsteeg,Schaveren,EROAD,96
Kraloo,Achter de Vree,EROAD,182
Echten,Lapstreek,EROAD,354
De Kolk,De Zande,EROAD,97
Nieuw-Amsterdam,Nieuwstad,EROAD,176
Blijdenstein,Oosterholt,EROAD,63
Berghuizen,Vollenhove,EROAD,188
Erica,Moespot,EROAD,390
Veenoord,Blokzijl,EROAD,319
Buitenhuizen,Baarlo,EROAD,162
Koekangerveld,Nederland,EROAD,329
Oude-Niedorp,Kalenberg,EROAD,124
Frik,IJsselham,EROAD,252
Bregtdorp,Oldetrijne,EROAD,177
Groet,Tjalleberd,EROAD,235
Catrijp,De Veenhoop,EROAD,399
Hauwert,Hardegarijp ,EROAD,181
Marknesse,Rinsumageest,EROAD,216
Hoogwoud,Raard,EROAD,206
Terdiek,Foudgum,EROAD,382
Midwoud,Visbuurt,EROAD,141
Hargen,Vijlen,EROAD,211
Espel,Mamelis,EROAD,90
Niedorperverlaat,Bosschenhuizen,EROAD,314
De Noord,Bulkemsbroek,EROAD,364
Enkhuizen,Welten,EROAD,147
Emmeloord,Beersdal,EROAD,305
Haakswold,De Kling,EROAD,348
Weerwille,Brunssum,EROAD,264
Jonen,Etzenrade,EROAD,380
Zwartemeer,Spaanshuisken,EROAD,198
Roekebosch,Koningsbosch,EROAD,165
Kolderveen,Aan de School,EROAD,245
Hoogeveen,Diergaarde,EROAD,121
Ruinerwold,Mariahoop,EROAD,142
Noordscheschut,Offerkamp,EROAD,339
Klazienaveen,Merum,EROAD,371
Dwarsgracht,Herten,EROAD,144
Wachtum,De Weerd,EROAD,199
Zwinderen,Haelensche Broek,EROAD,148
Nieuweroord,Berik,EROAD,136
Blokzijl,Nunhem,EROAD,299
Geesbrug,Vlaas,EROAD,329
Barger-Erfscheidenveen,Brumhold,EROAD,125
Holsloot,Egchelheide,EROAD,378
Ruinerweide,Hub,EROAD,303
Harenkarspel,Egchel,EROAD,27
Oostwoud,Zelen,EROAD,25
't Veld,Kaumershoek,EROAD,320
Tuitjenhorn,Heide,EROAD,330
Kerkbuurt,Vliegert,EROAD,118
Boerdijk,Scheide,EROAD,234
Kalverdijk,Brabander,EROAD,81
Harderwijk,Zwarteklef,EROAD,367
Nieuwe-Niedorp,Gennep,EROAD,76
Veldhuis,De Horst,EROAD,143
Waarland,Lagewald,EROAD,315
De Leijen,Erlecom,EROAD,360
Krabbendam,Kapel,EROAD,364
Zijdewind,Gendt,EROAD,382
Warmenhuizen,Flieren,EROAD,72
Abbekerk,Boerenhoek,EROAD,273
Eenigenburg,Angeren,EROAD,270
Gouwe,Looveer,EROAD,380
Zijpersluis,Schans,EROAD,375
De Weel,Pals,EROAD,301
Camperduin,Hoogeind,EROAD,353
Wervershoof,Westervoort,EROAD,78
Bangert,Rozendaal,EROAD,247
Nijeveen,Beekbergen,EROAD,101
De Weere,Apeldoorn,EROAD,116
Langereis,Vaassen,EROAD,328
Ermerveen,Hegge,EROAD,330
Fluitenberg,Wissel,EROAD,34
Baarlo,'t Loo,EROAD,184
Oosteinde,Engeland,EROAD,137
Kalenberg,Oldhorst,EROAD,50
De Klosse,Wilsum,EROAD,104
Oranjedorp,Oldemarkt,EROAD,109
Grevenberg,Sonnega,EROAD,293
Giethoorn,Nijelamer,EROAD,241
Stadterij,Oudeschoot,EROAD,132
Muggenbeet,Oranjewoud,EROAD,286
Wilhelmsoord,De Knijpe (De Knipe) ,EROAD,303
't Noorden,Benedenknijpe,EROAD,95
Achterste Erm,Gersloot,EROAD,187
Kolderveense Bovenboer,Oudewegstervaart,EROAD,56
Tiendeveen,Uilesprong,EROAD,205
Gees,Siegerswoude,EROAD,263
Stuifzand,Garijp ,EROAD,176
Hees,Sijbrandahuis,EROAD,195
Siberië,Betterwird,EROAD,167
Nieuw-Dordrecht,Bornwird,EROAD,272
Dirkshorn,Hiaure,EROAD,167
Lambertschaag,Hantum,EROAD,189
Burgervlotbrug,Ternaard,EROAD,136
Geuzenbuurt,Harles,EROAD,74
Winkel,Baneheide,EROAD,185
Het Westeinde,Simpelveld,EROAD,129
Andijk,Hondsrug,EROAD,27
Stroet,Imstenrade,EROAD,391
Leihoek,Molsberg,EROAD,187
Twisk,Huls,EROAD,177
Blokhuizen,Benzenrade,EROAD,165
Luttelgeest,Vrusschemig,EROAD,294
De Kampen,Heerlen,EROAD,135
Broekoord,Heksenberg,EROAD,103
Mennonietenbuurt,Schinveld,EROAD,322
Onderdijk,Echterbosch,EROAD,283
Rijp,Putbroek,EROAD,265
Burgerbrug,Aan de Berg,EROAD,269
Aartswoud,Lerop,EROAD,398
Oosterdijk,Roer,EROAD,214
Nijeveense Bovenboer,Buggenum,EROAD,179
Oldenhave,Kinkhoven,EROAD,166
